Requirement ID,Status,Confidence,MOE Guide Section,Analysis,Gaps,Auditor Questions,Recommendation
moe_guide_0058,COMPLIANT,0.90,2.14 TEKNILLISEN KIRJANPIDON VALVONTA,"The MOE Manual adequately addresses the MOE Guide requirement for Technical Records Control as outlined in section 2.14. The implementation in the MOE Manual (MOE-1) aligns with the regulatory context provided in EASA EU 1321/2014 (REG-1) and AMC/GM. Both documents emphasize the importance of maintaining accurate technical records and controlling computer maintenance records, which are reflected in the MOE Manual sections 2.14 and 2.21. There are no identified gaps or ambiguities in the documentation.",,,Continue to monitor compliance and ensure regular updates to the MOE Manual as regulations evolve.
moe_guide_0059,COMPLIANT,0.90,2.15 HUOLTOJEN YHTEYDESSÄ HAVAITTUJEN VIKOJEN KORJAUS TAI SIIRTO,"The MOE Manual adequately addresses the MOE Guide requirement by including procedures for the rectification of defects arising during maintenance, as outlined in both the MOE Guide and the relevant regulatory context. The sections 2.25 and 2.15 in the MOE Manual correspond directly to the requirements set forth in the EASA regulations, ensuring that maintenance errors are detected and rectified appropriately.",,,Continue to monitor compliance and ensure regular updates to the MOE Manual as regulations evolve.
moe_guide_0060,NEEDS_REVIEW,0.70,2.16 MENETTELYTAVAT HUOLTOTODISTEIDEN ANTAMISEKSI,"The MOE manual addresses the requirement for maintenance documentation and its completion as per section 2.13, but it lacks explicit details on the procedures for issuing maintenance release certificates as outlined in section 2.16 of the MOE Guide. Additionally, while section 3.12.7 mentions the certification process, it does not provide sufficient clarity on how the outside working team's work is integrated into the overall maintenance documentation process, which is critical for compliance with AMC 145.A.45(f).",Lack of detailed procedures for issuing maintenance release certificates as per section 2.16.; Insufficient clarity on integration of outside working team's work into maintenance documentation.,What specific procedures are in place for issuing maintenance release certificates?; How is the work of outside teams documented and integrated into the maintenance records?,Revise the MOE to include detailed procedures for issuing maintenance release certificates and clarify the integration of outside working team's work into the maintenance documentation.
moe_guide_0061,NEEDS_REVIEW,0.70,2.16.1 Huoltotodisteen antaminen ilma-aluksille,"The MOE manual addresses the requirement for aircraft maintenance release to service under section 2.16.1, but it does not explicitly reference the necessary procedures for issuing maintenance release documents as outlined in the MOE Guide. The relevant regulatory context (EASA EU 1321/2014) specifies the need for clear procedures in sections 2.16.2 and 2.31, which are partially covered in the MOE manual. However, there is a lack of clarity on how these procedures are implemented in practice, which may lead to inconsistencies in compliance.",Lack of explicit procedures for issuing maintenance release documents in accordance with the MOE Guide requirement.; Insufficient detail on the implementation of procedures for component maintenance under aircraft or engine rating.,What specific procedures are in place for issuing maintenance release documents?; How does the organization ensure compliance with the requirements of EASA EU 1321/2014 sections 2.16.2 and 2.31?,Revise the MOE manual to include detailed procedures for issuing maintenance release documents and ensure alignment with EASA EU 1321/2014 requirements.
moe_guide_0062,COMPLIANT,1.00,"2.16.2 Huoltotodisteen antaminen osille, laitteille tai varusteille","The MOE manual adequately addresses the MOE Guide requirement 2.16.2 regarding the issuance of the Certificate of Release to Service after line maintenance. The implementation in the MOE manual (MOE-1) aligns with the regulatory context provided in EASA EU 1321/2014, specifically REG-1, which outlines the necessary conditions for certifying the release to service and ensuring traceability of maintenance documentation. The procedures for temporary fitting of components without appropriate release certificates are also consistent with the regulations. Additionally, the procedure for component maintenance under aircraft or engine rating (MOE-2) is referenced, which is relevant to the overall compliance framework.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0063,COMPLIANT,1.00,2.16.3 Käyttökuntoisena irrotetut osat ja laitteet,"The MOE manual adequately addresses the MOE Guide requirement 2.16.3 by including the necessary procedures for handling serviceable components removed from aircraft. The implementation in the MOE manual matches the regulatory requirements outlined in EASA EU 1321/2014, specifically REG-1 and REG-2, ensuring that components are labeled, protected, and packed appropriately.",,,No action required as the MOE manual is compliant.
moe_guide_0064,COMPLIANT,0.90,2.17 OPERAATTORILLE ANNETTAVAT HUOLTOASIAKIRJAT,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. Section 4.2.1 of the MOE manual describes how the organization completes operator's log books, keeps technical records, retains records on behalf of operators, and communicates with the operator, which aligns with [REG-1] 4.2.1. Additionally, the provision of records to the operator is covered in [MOE-2] 2.14.5, ensuring that the original work package is provided upon completion of maintenance work, as required by [REG-2] 2.17.",,,Continue to monitor compliance and ensure that all procedures are consistently followed.
moe_guide_0065,COMPLIANT,1.00,2.18 LENTOKELPOISUUDEN ESTEENÄ OLEVIEN VIKOJEN ILMOITTAMINEN,"The MOE manual adequately addresses the MOE Guide requirement 2.18 by including a comprehensive reporting procedure for defects to the CAA, operator, and manufacturer. It aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM, specifically referencing Part 145.A.48 (c) and AMC 145.A.60. The implementation details in the MOE manual cover all relevant occurrences related to technical conditions, maintenance, and repair of the aircraft as specified in the regulatory context.",,,No action required as the MOE manual is compliant.
moe_guide_0066,COMPLIANT,1.00,2.19 VIALLISTEN ILMA-ALUKSEN OSIEN PALAUTTAMINEN VARASTOON,"The MOE manual adequately addresses the MOE Guide requirement for the return of defective aircraft components to store. It aligns with the regulatory context provided in EASA EU 1321/2014 and AMC/GM, specifically referencing 145.A.42(a)(iii). The implementation details in the MOE manual cover the necessary processes for handling defective components, including the involvement of Compliance Monitoring and the labelling and handling of both unserviceable and unsalvageable components, which are explicitly mentioned in the regulatory context.",,,No action required as the MOE manual is compliant.
moe_guide_0067,COMPLIANT,1.00,2.20 VIALLISTEN OSIEN PALAUTTAMINEN ULKOPUOLISILLE SOPIMUSKUMPPANEILLE,"The MOE manual adequately addresses the MOE Guide requirement by detailing the process for sending defective components to outside contractors. It specifies that the maintenance organization must contract with either an EASA Part-145 approved organization or a subcontracted organization not holding an EASA Part-145 approval, as required by the regulatory context. The references to the necessary sections in the MOE manual align with the requirements set forth in the EASA regulations.",,,Continue to monitor compliance and ensure that any updates to the regulatory framework are reflected in the MOE manual.
moe_guide_0068,COMPLIANT,1.00,2.21 SÄHKÖISEN HUOLTOKIRJANPIDON VALVONTA,"The MOE manual adequately addresses the MOE Guide requirement for the control of computer maintenance records system. The implementation in the MOE manual aligns with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. Both the MOE manual and the MOE Guide reference the same regulatory sections, ensuring consistency and compliance.",,,No action required as the MOE manual is compliant.
moe_guide_0069,COMPLIANT,0.90,2.22 TYÖVOIMARESURSSIEN JA HUOLTOSUUNNITELMAN VERTAILU,"The MOE manual adequately addresses the MOE Guide requirement 2.22 regarding the control of man-hour planning versus scheduled maintenance work. It includes a maintenance man-hour plan that is reviewed every three months, covers all staff roles, and considers human performance limitations. The relationship between the hangar visit plan and the man-hour plan is described, ensuring sufficient hangar space for planned maintenance. Additionally, it outlines the management of contracted personnel and procedures for managing workforce imbalances, aligning with the requirements set forth in EASA EU 1321/2014 and AMC/GM.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as necessary.
moe_guide_0070,COMPLIANT,1.00,2.23 KRIITTISTEN HUOLTOTEHTÄVIEN VALVONTA,"The MOE manual adequately addresses the MOE Guide requirement 2.23 regarding critical task procedures and control. It specifies that maintenance tasks involving disassembly/re-assembly of components should not be performed by the same person, aligning with REG-1. The manual also defines critical maintenance tasks in accordance with REG-2 and outlines procedures for identifying and amending the list of critical tasks, ensuring continuous evaluation as required. The implementation reflects the regulatory context and provides necessary details for compliance.",,,Continue to monitor and review the critical maintenance tasks list regularly to ensure ongoing compliance.
moe_guide_0071,NEEDS_REVIEW,0.70,2.24 ERITYISHUOLTO- JA VALMISTUSMENETELMÄT,"The MOE manual does not adequately address the specific procedures required by the MOE Guide requirement 2.24, which includes engine running procedures, aircraft pressure run procedures, aircraft towing procedures, and aircraft taxiing procedures. While the MOE manual includes a section on the fabrication of parts (MOE-1), it lacks detailed references to the specific operational procedures outlined in the MOE Guide. Additionally, the release to the maintenance process (MOE-2) does not cover the procedural requirements for the aforementioned operations, indicating a gap in compliance with EASA regulations.","Lack of specific procedures for engine running, pressure run, towing, and taxiing as required by the MOE Guide.; Insufficient detail in the release process for components related to the specific operational procedures.","Can you provide detailed procedures for engine running, pressure run, towing, and taxiing?; How does the organization ensure compliance with the specific procedural requirements outlined in the MOE Guide?","Revise the MOE manual to include detailed procedures for engine running, aircraft pressure run, towing, and taxiing to ensure compliance with EASA Part-145 requirements."
moe_guide_0072,COMPLIANT,1.00,2.25 HUOLTOVIRHEIDEN HAVAINNOINNIN JA KORJAAMISEN MENETELMÄT,"The MOE manual adequately addresses the MOE Guide requirement by providing detailed procedures to detect and rectify maintenance errors, as required by EASA regulations. The implementation aligns with the regulatory context outlined in EASA EU 1321/2014, specifically 145.A.48(b) and 145.A.48(c)(3), which mandate the description of procedures to minimize the risk of errors. The MOE manual also references the occurrence reporting system, which is consistent with the expectations set forth in GM1 145.A.48(c)(3).",,,No action required as the MOE manual is compliant.
moe_guide_0073,COMPLIANT,1.00,2.26 VUORON/TEHTÄVÄN VAIHTO MENETELMÄT,"The MOE manual adequately addresses the MOE Guide requirement for shift/task handover procedures. It includes the aims and objectives of the shift handover, training of personnel, recording of handovers, and a formalized process that covers all required information such as facility status, work status, manning status, outstanding issues, and other possible information. The responsible person for managing the handover is also identified, aligning with the requirements set forth in EASA regulations.",,,No action required as the MOE manual is compliant.
moe_guide_0074,COMPLIANT,0.90,2.27 HUOLTOTIETOJEN VIRHEELLISYYDESTÄ TAI EPÄTARKKUUKSISTA ILMOITTAMINEN,"The MOE manual adequately addresses the MOE Guide requirement by including procedures for the notification of maintenance data inaccuracies and ambiguities. The implementation in the MOE manual aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM, specifically referencing the procedures for notification to the Type Certificate Holder as required by [REG-1] and [REG-2]. Both the MOE-1 and MOE-2 sections provide clear procedures that meet the expectations set forth in the regulatory framework.",,,Continue to monitor for any updates in regulatory requirements and ensure ongoing training for staff on the procedures outlined in the MOE.
moe_guide_0075,COMPLIANT,1.00,2.28 TUOTANNON SUUNNITTELUMENETELMÄT,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. Each section in the MOE manual corresponds to the relevant sections in the MOE Guide, specifically covering line maintenance procedures as outlined in EASA regulations. The implementation of the MOE is consistent with the regulatory context provided by EASA EU 1321/2014 and AMC/GM, ensuring that all necessary procedures for line maintenance are included and properly referenced.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0076,NEEDS_REVIEW,0.70,3.1 LAATUJÄRJESTELMÄ,"The MOE manual partially addresses the requirements outlined in the MOE Guide. However, it lacks specific details on how multiple locations are integrated into the quality system and does not provide a clear plan for auditing each location as required by [REG-1](g). Additionally, while it mentions the issuance of audit reports, it does not specify the content or format of these reports as required by [REG-1](h). The implementation of information security management procedures is mentioned, but the specifics on record-keeping and continuous improvement are vague and do not fully align with [REG-2] sections 3A.8 and 3A.9.",Lack of detailed integration description for multiple locations in the quality system.; Absence of a clear audit plan for each location.; Vague details on audit report content and format.; Insufficient specifics on record-keeping and continuous improvement procedures.,Can you provide the detailed integration plan for multiple locations?; What is the frequency and methodology for auditing each location?; Could you show examples of audit reports issued?; How are record-keeping and continuous improvement processes documented?,"Revise the MOE manual to include detailed descriptions of location integration, a clear audit plan, specific audit report formats, and comprehensive procedures for record-keeping and continuous improvement."
moe_guide_0077,NEEDS_REVIEW,0.70,3.1.1 Laadunvarmennus,"The MOE manual partially addresses the MOE Guide requirement 3.1.1 regarding the quality system. While it states that the Quality Manager operates independently and reports directly to the Accountable Manager, it lacks detailed procedures for the audit program as required by REG-2. The absence of a comprehensive audit program and the limited composition of the Management Quality Group (only the Quality Manager) may not sufficiently ensure compliance with all functional activities of the maintenance organization as mandated by EASA regulations.",Lack of a detailed audit program as required by REG-2.; Insufficient composition of the Management Quality Group to cover all functional activities.,What specific audit procedures are in place to ensure compliance with Part 145?; How does the Quality Manager ensure that all shifts are covered in the audit process?,Develop a comprehensive audit program that includes procedures for sampling and verification of compliance across all functional activities and shifts. Consider expanding the Management Quality Group to include additional members for a more robust oversight.
moe_guide_0078,NEEDS_REVIEW,0.70,3.1.2 Aikataulut,"The MOE manual addresses the requirement for scheduled audits under section 3.1.2, but it lacks explicit details on the acceptance, coordination, and performance of scheduled maintenance works as outlined in REG-1. While it mentions audits, it does not clearly connect these audits to the control of man-hour planning versus scheduled maintenance work as required by REG-2.","Lack of detailed procedures on the acceptance, coordination, and performance of scheduled maintenance works.; Insufficient linkage between audit findings and man-hour planning control.",How does the organization ensure that scheduled maintenance works are accepted and coordinated?; What specific measures are in place to control man-hour planning in relation to scheduled maintenance work?,"Enhance the MOE manual to include detailed procedures for the acceptance, coordination, and performance of scheduled maintenance works, and clarify the relationship between audit findings and man-hour planning."
moe_guide_0079,NEEDS_REVIEW,0.70,3.1.3 Raportointimenettelyt,"The MOE Manual section 2.18.3 on Mandatory Reporting Procedure partially addresses the requirements set forth in EASA EU 1321/2014 and AMC/GM. While it mentions the need for reporting occurrences to EASA and other relevant parties, it lacks a comprehensive list of reportable occurrences as required by [REG-2]. Additionally, the reporting methods and timelines are not clearly defined, which could lead to ambiguity in compliance with [REG-1]. The absence of a detailed table for report status and the lack of confidentiality safeguards for reporters further indicate areas needing improvement.",Lack of a comprehensive list of reportable occurrences.; Unclear reporting methods and timelines.; Absence of a detailed table for report status.; No mention of confidentiality safeguards for reporters.,Does the MOE Manual include a complete list of reportable occurrences?; Are the reporting methods and timelines clearly defined in the manual?; Is there a table for report status included in the reporting procedure?; What measures are in place to ensure confidentiality for reporters?,"Revise the MOE Manual to include a comprehensive list of reportable occurrences, clearly define reporting methods and timelines, include a report status table, and implement confidentiality safeguards for reporters."
moe_guide_0080,NEEDS_REVIEW,0.70,3.1.4 Johdon seuranta- ja palautejärjestelmä,"The MOE manual addresses the management system and feedback mechanisms, but it lacks explicit details on the monitoring and feedback system as required by the MOE Guide requirement 3.1.4. While sections 2.18.15 and 3.22 provide some information on feedback and record-keeping, they do not fully encompass the comprehensive monitoring and feedback system outlined in the MOE Guide. The absence of a clear structure for how feedback is collected, analyzed, and acted upon indicates a potential gap in compliance with the regulatory context.",Lack of explicit details on the monitoring and feedback system as required by MOE Guide 3.1.4.; Insufficient description of how feedback is collected and utilized for continuous improvement.,What specific processes are in place for monitoring and feedback as per MOE Guide 3.1.4?; How is the feedback from internal occurrence reports integrated into the management system?,"Enhance the MOE manual to include a detailed description of the monitoring and feedback system, ensuring it aligns with the requirements of the MOE Guide and the relevant regulatory context."
moe_guide_0081,COMPLIANT,1.00,3.2 MENETELMIEN JA ILMA-ALUSTEN LAATUAUDITOINNIT,"The MOE manual adequately addresses the MOE Guide requirement for quality audits of aircraft. It clearly outlines the procedure for performing a quality audit, differentiates between an airworthiness review and a quality audit, and includes necessary elements such as compliance with approved procedures, contracted maintenance adherence, and continued compliance with Part-M. The implementation aligns with the regulatory context provided in EASA EU 1321/2014 and AMC/GM, specifically referencing Part 145.A.65 (c) (1), (2) and AMC 145.A.65 (c) (1).",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0082,COMPLIANT,0.90,3.3 AUDITOINNIT JA POIKKEAMIEN KORJAAVAT TOIMENPITEET,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding audit findings and corrective action procedures. It includes a detailed corrective action process, root cause analysis methodology, and management of finding due dates, which align with the regulatory context provided by EASA EU 1321/2014 and AMC/GM. The procedures for notifying the Accountable Manager and EASA in case of level 1 findings are clearly stated, and the corrective action planning and follow-up processes are well-defined.",,,Continue to monitor the implementation of corrective actions and ensure regular reviews are conducted to maintain compliance.
moe_guide_0083,NEEDS_REVIEW,0.70,3.3.1 Auditointi,"The MOE manual addresses the audit plan and audit procedures in section 3.8.1, which aligns with the MOE Guide requirement 3.3.1. However, while it mentions a feedback system for quality audit data, it lacks detailed procedures for conducting audits and addressing findings as required by REG-1 and REG-2. Specifically, the audit procedures should include how audits are planned, conducted, and documented, as well as how corrective actions are tracked and verified.",Lack of detailed audit procedures in accordance with REG-1.; Insufficient description of the corrective action procedure as per REG-2.,What specific procedures are in place for planning and conducting audits?; How are corrective actions documented and tracked?; Is there a timeline established for addressing audit findings?,Enhance the MOE manual to include detailed audit procedures and a comprehensive corrective action procedure to ensure full compliance with EASA regulations.
moe_guide_0084,COMPLIANT,0.90,3.3.2 Korjaavat toimenpiteet,"The MOE manual adequately addresses the MOE Guide requirement 3.3.2 regarding corrective actions. The implementation sections [MOE-1] and [MOE-2] align with the regulatory context provided in EASA EU 1321/2014, specifically sections [REG-1] and [REG-2]. Both sections detail procedures for handling audit findings and rectifying maintenance errors, ensuring compliance with the necessary corrective action procedures.",,,Continue to monitor for any updates in regulatory requirements and ensure ongoing training for staff on corrective action procedures.
moe_guide_0085,COMPLIANT,1.00,3.3.3 NAA:n ilmoittamien havaintojen käsittely,"The MOE manual adequately addresses the MOE Guide requirement 3.3.3 regarding the handling of observations notified by the competent authority. It includes a clear process for analyzing issues and determining necessary actions, as outlined in [REG-1]. The implementation also follows the process diagram specified in [REG-2], ensuring timely reporting and investigation of occurrences. The manual records analysis and outputs, aligning with the requirements of EASA regulations.",,,No action required as the MOE manual is compliant.
moe_guide_0086,COMPLIANT,0.90,3.4 HUOLTOTODISTEEN ANTAJIEN JA TUKIHENKILÖIDEN KELPUUTUS- JA KOULUTUSMENETELMÄT,"The MOE manual adequately addresses the MOE Guide requirement by detailing the qualification and training procedures for certifying staff and support staff. It specifies initial and recurrent training requirements, as well as clear differentiation for each rating in the scope of work, which aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM. The implementation in the MOE manual reflects the necessary compliance with the regulatory requirements.",,,Continue to monitor and ensure that all training records are maintained and updated as per the outlined procedures.
moe_guide_0087,NEEDS_REVIEW,0.70,3.4.1 Kelpuutusmenetelmät,"The MOE manual does not adequately address the MOE Guide requirement 3.4.1 regarding 'Kelpuutusmenetelmät' (methods of qualification). While it includes a section on the issue of authorizations, it lacks specific details on the methods used to minimize risks as required by REG-1. Additionally, the responsibilities of NDT Level 3 personnel as outlined in REG-2 are not explicitly mentioned in the MOE implementation.",Lack of detailed methods for minimizing risks as required by REG-1.; No mention of NDT Level 3 responsibilities as per REG-2.,What specific methods are in place to minimize risks in maintenance activities?; How does the organization ensure compliance with NDT Level 3 responsibilities?,Revise the MOE manual to include detailed methods for risk minimization and clarify the responsibilities of NDT Level 3 personnel.
moe_guide_0088,COMPLIANT,0.90,3.4.2 Koulutusmenetelmät,"The MOE manual adequately addresses the MOE Guide requirement 3.4.2 by categorizing certifying staff and defining training methods. The definitions provided align with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM, specifically regarding instructor-centred, student-centred, blended, and multimedia-based training methods. The manual also specifies the categories of certifying staff in accordance with Part-66 requirements, ensuring compliance with the necessary training and certification standards.",,,Continue monitoring for any updates or changes in regulatory requirements to ensure ongoing compliance.
moe_guide_0089,NEEDS_REVIEW,0.70,3.4.3 Tyyppikoulutuksen työharjoittelun järjestäminen,"The MOE manual addresses the training procedures for on-the-job training in section 3.20, which aligns with the MOE Guide requirement 3.4.3. However, the implementation lacks clarity on how these procedures are specifically organized and executed, particularly in relation to the requirements set forth in REG-1 and REG-2 regarding the competent authority's role. The reference to continuation training procedures in MOE-2 does not explicitly connect to the on-the-job training requirements outlined in the guide, creating potential ambiguity.",Lack of detailed procedures on how on-the-job training is organized and monitored.; Ambiguity regarding the applicability of training procedures for Foreign Part-145 Organizations.,How are the on-the-job training procedures specifically organized and documented?; What measures are in place to ensure compliance with the competent authority's requirements for training?; Can you provide examples of how continuation training is integrated with on-the-job training?,"Clarify and expand the section on on-the-job training procedures to ensure compliance with REG-1 and REG-2, and address the identified gaps."
moe_guide_0090,NEEDS_REVIEW,0.70,3.5 HENKILÖREKISTERI,"The MOE manual addresses the requirement for certifying staff records under section 3.5, but lacks detailed procedures for record management as specified in EASA regulations. Specifically, it does not clearly outline the retention period for records or the access rights for certifying staff to their personal records. Additionally, while it references the management system record keeping, it does not explicitly connect this to the requirements for certifying staff records as outlined in [REG-2].",Lack of detailed procedures for the management of certifying staff records.; No explicit mention of the retention period for records.; Insufficient detail on access rights for certifying staff to their personal records.,What specific procedures are in place for the management of certifying staff records?; How long are the certifying staff records retained after an individual leaves the organization?; What access rights do certifying staff have to their personal records?,"Revise the MOE manual to include detailed procedures for certifying staff record management, including retention periods and access rights."
moe_guide_0091,COMPLIANT,1.00,3.6 LAATUARVIOINTIHENKILÖT,"The MOE Manual adequately addresses the MOE Guide requirement 3.6 by specifying the nominated personnel responsible for audits, which is the Quality Manager. This aligns with the regulatory context provided in EASA EU 1321/2014, specifically REG-1, which states that the audit personnel resources are limited to the Quality Manager. Furthermore, the implementation of personnel assessment in the MOE manual meets the requirements outlined in REG-2, as it lists all necessary personnel to be assessed, including the Maintenance Manager, Quality Manager, Certifying Staff, Mechanics, and Planning/Technical Records/Stores Staff.",,,No action required as the MOE Manual is compliant.
moe_guide_0092,NEEDS_REVIEW,0.75,3.7 TARKASTAJIEN KELPUUTTAMINEN,"The MOE manual addresses the requirement for assessor qualification in section 3.7, but lacks specific details on the assessment process and the criteria for designating assessors as outlined in the regulatory context. The regulatory context emphasizes the need for assessors to have proficiency in human performance, safety culture, and specific aircraft types, which should be explicitly stated in the MOE. Additionally, the recommendation to separate roles to avoid conflicts of interest is mentioned but not sufficiently detailed in the MOE manual.",Lack of detailed criteria for assessor qualification in the MOE manual.; Insufficient emphasis on the separation of roles to avoid conflicts of interest.,Does the MOE manual specify the criteria for assessor designation?; Are there documented procedures for separating the roles of assessor and instructor?; How does the organization ensure assessors meet the required proficiency levels?,Revise the MOE manual to include specific criteria for assessor qualifications and detailed procedures for role separation to ensure compliance with EASA regulations.
moe_guide_0093,NEEDS_REVIEW,0.70,3.8 HENKILÖSTÖN KELPUUTTAMINEN,"The MOE manual addresses the requirement for manpower resources as per the MOE Guide requirement 3.8. However, it lacks a detailed summary table that splits the total staff number into various categories as specified in [REG-1]. Additionally, while the MOE mentions the need for adequate manpower resources, it does not clearly demonstrate how the organization plans to maintain a sufficient number of personnel as outlined in [REG-2]. There is no mention of a man-hour plan or how it will be reviewed and updated, which is critical for compliance.",Lack of a detailed summary table categorizing staff as required by [REG-1]; Absence of a man-hour plan and its review process as required by [REG-2]; No clear procedure for assessing and mitigating risks related to staffing levels,Can you provide a detailed summary table of staff categorized by type?; What is the current status of the man-hour plan and how often is it reviewed?; How does the organization plan to ensure compliance with the staffing requirements outlined in [REG-2]?,"Develop a detailed summary table of staff categories, implement a man-hour plan, and establish a review process to ensure compliance with staffing requirements."
moe_guide_0094,NEEDS_REVIEW,0.70,3.9 ILMA-ALUSTEN JA LAITTEIDEN HUOLTOJEN POIKKEUSMENETTELYJEN HALLINTA,"The MOE manual section 3.9 on ILMA-ALUSTEN JA LAITTEIDEN HUOLTOJEN POIKKEUSMENETTELYJEN HALLINTA does not provide sufficient detail on the management of maintenance exceptions as required by EASA regulations. Specifically, it lacks clarity on the procedures for handling non-conformities and the corrective actions to be taken, which is essential as per AMC 145.A.45 and GM4 145.A.30(e). Additionally, the manual should explicitly reference the relevant regulatory requirements to ensure compliance with Part 145.A.45 and AMC 145.A.45.",Insufficient detail on management of maintenance exceptions; Lack of clarity on corrective actions for non-conformities; Missing explicit references to regulatory requirements,What specific procedures are in place for managing maintenance exceptions?; How are corrective actions documented and tracked?; Can you provide examples of past non-conformities and how they were handled?,"Revise the MOE manual to include detailed procedures for managing maintenance exceptions and corrective actions, ensuring alignment with EASA regulations."
moe_guide_0095,COMPLIANT,1.00,3.10 ORGANISAATION MENETTELYTAVOISTA POIKKEAMISEN HALLINTA,"The MOE manual adequately addresses the MOE Guide requirement 3.10 regarding deviation management. The implementation in the MOE manual aligns with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. Both the MOE manual and the regulatory context specify that deviations may be requested for enhancing productivity or operational requirements, and that they cannot be used to deviate from regulations or approved data. The temporary status of deviations is also clearly defined, with a maximum duration of 6 months unless a procedural change is made, which is consistent with the regulatory requirements.",,,No action required as the MOE manual is compliant.
moe_guide_0096,NON_COMPLIANT,0.70,3.11 ERIKOISTYÖKELPUUTUKSET,"The MOE manual does not adequately address the MOE Guide requirement 3.11 regarding qualification procedures for specialised activities such as NDT and welding. While it references Part 145.A.30 (f) and EN 4179, it states that the organization does not hold any specialised approvals under Part 145, which indicates a lack of internal capability to perform these tasks. Furthermore, the sourcing of an appropriately approved supplier is mentioned, but there is no detailed procedure outlined for how this will be managed or documented, which is necessary for compliance with AMC/GM guidance.",Lack of detailed procedures for sourcing and managing specialised services.; No internal capability for specialised tasks as per regulatory requirements.; Insufficient documentation on how approved suppliers are evaluated and selected.,What criteria are used to select approved suppliers for specialised services?; How is the performance of these suppliers monitored and documented?; Is there a plan to obtain specialised approvals in the future?,"Develop and document a comprehensive procedure for sourcing and managing specialised services, including evaluation criteria for suppliers and monitoring processes."
moe_guide_0097,NEEDS_REVIEW,0.70,3.12 ULKOPUOLISTEN HUOLTOTYÖRYHMIEN VALVONTA,"The MOE manual addresses the management of external working teams in section 3.18, which aligns with the MOE Guide requirement 3.12. However, there are ambiguities regarding the specific procedures for external teams not holding EASA Part-145 approval, as outlined in REG-2. The training and qualification processes mentioned in MOE-2 do not explicitly cover the certification procedures for work performed by external teams, which is a requirement in REG-2.",Lack of detailed procedures for external teams not holding EASA Part-145 approval.; Insufficient information on the certification procedures for work performed by external teams.; No clear mention of the control of subcontractors as required in REG-2.,What specific procedures are in place for external teams not holding EASA Part-145 approval?; How does the organization ensure compliance with the certification procedures for work performed by external teams?; Are there documented records of training for external staff on internal procedures?,Revise the MOE manual to include detailed procedures for external teams not holding EASA Part-145 approval and ensure that certification procedures for work performed by these teams are clearly defined.
moe_guide_0098,COMPLIANT,1.00,3.13 HUMAN FACTORS -KOULUTUSMENETELMÄT,"The MOE manual adequately addresses the MOE Guide requirement for Human Factors training procedures. The aims and objectives outlined in the MOE implementation are consistent with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. Both documents emphasize the importance of human factors training in improving safety, reducing errors, and enhancing productivity, which are clearly articulated in the MOE manual.",,,No action required as the MOE manual is compliant.
moe_guide_0099,COMPLIANT,0.90,3.14 HENKILÖSTÖN PÄTEVYYKSIEN ARVIOINTI,"The MOE manual adequately addresses the MOE Guide requirement 3.14 regarding personnel competency assessment and the subcontractor management as outlined in the relevant regulatory context. The implementation sections [MOE-1] and [MOE-2] align with the requirements set forth in [REG-1] and [REG-2], detailing the necessary processes for subcontractor resource assessment and management of components for maintenance.",,,Continue monitoring compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0100,COMPLIANT,0.90,4.1 HUOLTOSOPIMUSOPERAATTORIT,"The MOE manual adequately addresses the MOE Guide requirement by including a section titled 'List of Contracted Operators' (MOE-1) that aligns with the regulatory context specified in EASA EU 1321/2014, specifically REG-1 and REG-2. The manual lists operators and their respective details, fulfilling the requirement for a comprehensive list of contracted operators as mandated by the regulations.",,,Continue to monitor for any updates or changes in regulatory requirements that may affect the MOE manual.
moe_guide_0101,COMPLIANT,0.90,4.2 OPS-OPERAATTORIN SUHTEEN NOUDATETTAVAT MENETELMÄT JA PAPERITYÖT,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. Section 4.2.1 of the MOE manual describes how the organization completes operator's log books, keeps technical records, retains records on behalf of operators, and communicates with the operator, aligning with [REG-1]. Additionally, it outlines customer interface procedures, including the special mode of operation and training requirements, which complies with [REG-2].",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
