Requirement ID,Status,Confidence,MOE Guide Section,Analysis,Gaps,Auditor Questions,Recommendation
moe_guide_0040,NEEDS_REVIEW,0.70,1.4.7 Information Technology (IT) Manager ..................................................................................................... 43...,The MOE Manual partially addresses the requirement for an Information Technology (IT) Manager but lacks explicit details on the integration of safety and security functions as mandated by the regulatory context. The MOE mentions the IT Manager's role in the context of organizational complexity and interfaces but does not clearly define the duties or reporting structure in alignment with Part-IS requirements.,Lack of explicit linkage between IT Manager duties and safety/security functions; No clear definition of IT Manager's role in the ISMS framework; Missing details on reporting structure and integration with Safety and Information Security Managers,How does the IT Manager's role integrate with the Safety and Information Security Managers?; Are there defined procedures for the IT Manager to report to the Accountable Manager?; How are safety considerations incorporated into the IT Manager's responsibilities?,"Revise the MOE to explicitly define the IT Manager's duties, reporting structure, and integration with safety and security functions, referencing Part-IS requirements and ensuring alignment with the ISMS framework."
moe_guide_0041,NEEDS_REVIEW,0.80,1.5 Management Organisation Chart. ...................................................................................................................... 43...,"The MOE manual partially addresses the requirement for a Management Organisation Chart and Management Personnel as per the regulatory context. However, it lacks explicit details on the complexity of the organizational structure, hierarchies, and interfacing stakeholders as required by [REG-1]. The MOE does reference management personnel and structure in [MOE-1] and [MOE-2], but does not fully align with the detailed requirements of [REG-2] and [REG-3] regarding the complexity and interfacing organizations.",Lack of detailed organizational structure and hierarchy description; Insufficient detail on interfacing organizations/stakeholders; No explicit mention of information and communication technology systems complexity,Does the MOE provide a detailed organizational chart showing all departments and hierarchical layers?; Are the interfacing organizations and stakeholders clearly identified and their safety relevance described?; Is there a description of the complexity of the information and communication technology systems used?,"Update the MOE to include a detailed organizational chart, descriptions of interfacing organizations, and details on the complexity of the organizational structure and IT systems. Ensure consistency with chapters 1.4 and 1.5 as per [REG-2]."
moe_guide_0042,COMPLIANT,0.95,"1.6 List of Certifying Staff, support staff and airworthiness review staff................................................................. 45



© European Union Aviation Safety Agency. All rights re...","The MOE Manual adequately addresses the requirement to list Certifying Staff, support staff, and airworthiness review staff as per the MOE Guide requirement 1.6. The regulatory context from EASA EU 1321/2014 and related AMC/GM is fully reflected in the MOE implementation, specifically in sections 145.A.35 and 145.A.37. The MOE includes detailed provisions for the qualifications, training, and authorization of certifying and support staff, as well as airworthiness review staff, aligning with the regulatory requirements.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0043,NEEDS_REVIEW,0.85,1.6.1 Certifying Staff (C/S) and Support Staff (S/S). ................................................................................................ 45...,"The MOE Manual section 1.6.1 addresses Certifying Staff (C/S) and Support Staff (S/S) but requires further review to ensure full compliance with EASA Part-145 regulations. The regulatory context specifies detailed requirements for competency assessment, recurrent training, and certification authorizations, which must be explicitly covered in the MOE. The MOE references AMC 145.A.35(a) and M.A.607 but lacks explicit mention of the recurrent training program and competency assessment procedures as required by 145.A.35(d), (e), and (f).",Lack of explicit procedure for recurrent training program as per 145.A.35(e); Insufficient detail on competency assessment procedure for certifying and support staff as per 145.A.35(f); No clear mention of the 6-month actual relevant maintenance experience requirement in any consecutive 2-year period as per 145.A.35(c),Does the MOE include a detailed recurrent training program for certifying and support staff?; Is there a documented procedure for assessing the competency of certifying and support staff prior to issuing certification authorizations?; How does the MOE ensure that certifying and support staff meet the 6-month actual relevant maintenance experience requirement?,"Revise the MOE to include explicit procedures for recurrent training, competency assessment, and maintenance experience verification. Ensure all regulatory requirements under 145.A.35 are clearly addressed and documented."
moe_guide_0044,COMPLIANT,0.90,1.6.1.1 Scope of the National Licence by Comparison to EASA Certifying Staff Categories. .................................. 45...,"The MOE Manual adequately addresses the requirement for the scope of the National Licence by comparison to EASA Certifying Staff Categories. It includes detailed conditions for the use of staff not qualified in accordance with Annex III (Part-66), as specified in Appendix IV of Regulation (EU) No 1321/2014. The MOE also references the need for certifying staff to hold a national licence or authorisation, comply with ICAO Annex 1, and meet specific training and experience requirements. The MOE aligns with the regulatory context by detailing the scope of work, training requirements, and protected rights for certifying staff.",None identified,Does the MOE specify how the organisation ensures that the scope of work does not exceed the national licence or authorisation?; Are there documented procedures for assessing the competency of certifying staff with national licences?; How does the MOE address the training requirements for human factors and aviation legislation for staff with national licences?,Ensure that the MOE includes a procedure for verifying the compatibility of national licences with EASA categories and for documenting the assessment of certifying staff competencies.
moe_guide_0045,COMPLIANT,0.95,1.6.1.2 Categories of Certifying Staff (C/S) and Support Staff (S/S). ....................................................................... 45...,"The MOE Manual adequately addresses the requirement for categories of Certifying Staff (C/S) and Support Staff (S/S) as per 145.A.35. It includes detailed definitions and requirements for both staff types, aligning with the regulatory context. The manual specifies the need for adequate understanding of relevant aircraft/components, certification authorisation, and recurrent training, which are all covered in the regulatory citations.",The MOE could further clarify the specific assessment procedures for competency as mentioned in AMC1 145.A.35(f) and the recurrent training program details as per AMC1 145.A.35(e).,Does the MOE specify the exact procedure for assessing competency of certifying and support staff?; Are there documented records of recurrent training programs and their completion by staff?; How does the MOE ensure compliance with the 6-month maintenance experience requirement within any consecutive 2-year period?,Enhance the MOE by detailing the competency assessment procedures and recurrent training program specifics to fully align with AMC1 145.A.35(f) and AMC1 145.A.35(e). Ensure all staff records are maintained as per 145.A.55(d)(3) and (4).
moe_guide_0046,COMPLIANT,0.90,1.6.2 Airworthiness review staff .............................................................................................................................. 46...,"The MOE Manual adequately addresses the MOE Guide requirement for airworthiness review staff responsibilities. It includes detailed procedures for documental and physical surveys, the authority of airworthiness review staff to determine inspection depth, the requirement for a compliance report, and clarifies the scope of their responsibilities. The MOE aligns with the regulatory requirements from EASA EU 1321/2014, AMC/GM, and specifically mirrors the responsibilities outlined in GM M.A.901 and AMC1 145.A.37.",,,No action required as the MOE is compliant with the regulatory requirements.
moe_guide_0047,NEEDS_REVIEW,0.70,1.6.3 Content of the list(s). ...................................................................................................................................... 46...,"The MOE manual includes detailed content related to examination standards and task selection for maintenance personnel, but it does not clearly address the specific requirements for the list(s) as outlined in the regulatory context. The MOE sections provided (MOE-1, MOE-2, MOE-3) focus on examination standards and task selection rather than the content and management of lists as required by REG-1 and REG-2. Additionally, there is no clear reference to the list of contracted organizations as per REG-3.",No clear content or management of lists as per REG-1 and REG-2; No reference to the list of contracted organizations as per REG-3,Where is the content and management of the list(s) detailed in the MOE?; Is there a separate section or appendix that addresses the list of contracted organizations?; How are updates to the list(s) managed and documented?,"Review the MOE to ensure it includes specific sections detailing the content and management of the list(s) as per REG-1 and REG-2, and includes the list of contracted organizations as per REG-3. Update the MOE to address these requirements clearly and comprehensively."
moe_guide_0048,NEEDS_REVIEW,0.80,1.6.4 Management of the list(s). ............................................................................................................................. 46...,The MOE Manual partially addresses the requirement for managing lists (1.6.4) but lacks explicit details on the management of contracted organizations as per 145.A.70(a)(16). The criteria listed in MOE-1 (6.5.10.2) are comprehensive but do not directly reference the regulatory requirement for maintaining a list of contracted organizations. MOE-2 provides additional complexity considerations but does not tie back to specific regulatory requirements. MOE-3 addresses occurrence reporting but is not directly relevant to the management of lists. The management personnel section (MOE-3) is detailed but does not explicitly link to the management of lists.,No explicit reference to 145.A.70(a)(16) in the MOE; Lack of direct linkage between complexity considerations and list management; Insufficient detail on the process for updating and maintaining lists of contracted organizations,How does the organization ensure the list of contracted organizations is up-to-date?; What processes are in place to review and update the list of contracted organizations?; How are complexity considerations integrated into the management of lists?,Revise the MOE to explicitly include the requirements of 145.A.70(a)(16) and detail the process for managing and updating the list of contracted organizations. Ensure all complexity considerations are linked to regulatory requirements.
moe_guide_0049,NEEDS_REVIEW,0.80,1.7 Manpower Resources. ........................................................................................................................................ 47...,"The MOE Manual references GM2 145.A.30(e) for personnel requirements and includes a detailed competency assessment table, which aligns with the regulatory requirement for knowledge areas across various roles. However, the MOE does not explicitly address the requirement for a nucleus of permanently employed staff as per GM to 147.A.105(c), nor does it clearly link the competency assessment to the manpower resources section (1.7). The MOE also lacks specific references to the regulatory requirements for certifying staff and training organizations under Article 5 and Article 6.",No explicit mention of a nucleus of permanently employed staff for maintenance training; Lack of clear linkage between competency assessment and manpower resources; Missing references to certifying staff and training organization requirements under Article 5 and Article 6,"Does the MOE specify the minimum number of permanently employed staff required for maintenance training?; How does the organization ensure that part-time instructors meet the competency requirements?; Are there documented procedures for assessing the competency of all personnel, including contracted staff?","Revise the MOE to include explicit references to the requirement for a nucleus of permanently employed staff, clarify the linkage between competency assessment and manpower resources, and incorporate the regulatory requirements for certifying staff and training organizations under Article 5 and Article 6."
moe_guide_0050,COMPLIANT,0.95,1.8 Facilities. ............................................................................................................................................................. 48...,"The MOE Manual adequately addresses the MOE Guide requirement for facilities, aligning with the regulatory context. It includes detailed provisions for protection from weather elements, segregated workshops, secure storage, and appropriate working environments as specified in the regulations. The MOE also covers office accommodation, library requirements, and conditions for subcontracting training, which are in line with EASA Part-145 and Part-147 requirements.",,"Are there documented procedures for ensuring the working environment meets temperature, lighting, and noise requirements during all operational hours?; Is there evidence of regular inspections to verify that storage conditions comply with manufacturer's instructions?; How does the organization ensure that subcontractors' facilities meet the same standards as those specified in the MOE?","No immediate action required. However, regular audits should be conducted to ensure ongoing compliance with the specified facility requirements."
moe_guide_0051,NEEDS_REVIEW,0.80,1.9 Scope of Work .................................................................................................................................................... 50...,"The MOE Manual does not explicitly address the requirement for 'Scope of Work' as outlined in the MOE Guide. While the manual covers various technical requirements and subparts related to maintenance organization and continuing airworthiness, it lacks a dedicated section or clear reference to the scope of work planning meetings as suggested in the regulatory context (REG-2 and REG-3). The manual's structure aligns with EASA Part-145 requirements but misses specific details on work scope planning.",No explicit mention of work scope planning meetings; Lack of detailed procedures for scope of work planning,Does the MOE include procedures for work scope planning meetings?; How is the scope of work communicated and agreed upon within the organization?,"The MOE should be updated to include a dedicated section on scope of work, detailing procedures for planning meetings and how tasks are agreed upon, referencing EASA Part-145 requirements."
moe_guide_0052,NEEDS_REVIEW,0.80,1.9.1 Aircraft Maintenance. ................................................................................................................................ 50...,"The MOE Manual does not explicitly address the requirement for a procedure to determine whether tasks fall under line or base maintenance as specified in AMC1 145.A.10(c). While section 2.33 mentions 'Procedure for assessment of work scope as line or base maintenance', the content of this procedure is not provided in the excerpts. The MOE does include line maintenance procedures (L2.1-L2.7) but lacks clear criteria for task classification between line and base maintenance.",No explicit procedure for task classification between line and base maintenance; No criteria for temporary/occasional base maintenance tasks under line environment,What is the content of procedure 2.33?; How does the organization classify tasks between line and base maintenance?; Is there a process for temporary base maintenance tasks under line environment?,"The MOE should include a detailed procedure for task classification between line and base maintenance, including criteria for temporary/occasional cases as required by AMC1 145.A.10(c). This should address expected duration, number/type of tasks, shifts, disciplines, and work environment."
moe_guide_0053,NEEDS_REVIEW,0.70,1.9.2 Engine Maintenance. ................................................................................................................................. 51...,"The MOE Manual section 1.9.2 Engine Maintenance does not explicitly address the detailed requirements for engine maintenance as outlined in the regulatory context. The MOE provides a general framework for internal occurrence reporting and hazard identification but lacks specific procedures for engine maintenance tasks, component control, and compliance with mandatory maintenance tasks. The regulatory context [REG-1], [REG-2], and [REG-3] detail specific engine maintenance tasks, component control, and maintenance levels, which are not fully reflected in the MOE.",Lack of detailed engine maintenance procedures in the MOE; No explicit reference to component control and mandatory maintenance tasks; Insufficient detail on maintenance levels and specific engine models,Does the MOE include detailed procedures for engine maintenance tasks as per [REG-2]?; How are component control and mandatory maintenance tasks managed and documented?; Are there specific maintenance levels and engine models detailed in the MOE as per [REG-3]?,"Revise the MOE to include detailed engine maintenance procedures, component control measures, and specific maintenance levels for different engine models. Ensure alignment with [REG-1], [REG-2], and [REG-3]."
moe_guide_0054,NEEDS_REVIEW,0.70,1.9.3 Component Maintenance. ......................................................................................................................... 53...,"The MOE Manual section 1.9.3 on Component Maintenance does not explicitly differentiate between mandatory and recommended maintenance tasks as required by REG-1 and REG-2. The MOE-1 section references component control but lacks specific procedures for managing time-controlled components and life-limited parts. The regulatory context in REG-3 (M.A.502) specifies requirements for component maintenance, including the need for maintenance data agreement by the competent authority, which is not clearly addressed in the MOE.",Lack of explicit differentiation between mandatory and recommended maintenance tasks; No clear procedures for managing time-controlled components and life-limited parts; Missing reference to competent authority agreement for component maintenance data,Does the MOE provide specific procedures for managing time-controlled components?; Are there documented processes for obtaining competent authority agreement for component maintenance data?; How are mandatory and recommended maintenance tasks differentiated in practice?,"Revise the MOE to include explicit procedures for differentiating between mandatory and recommended maintenance tasks, managing time-controlled components, and obtaining competent authority agreement for component maintenance data. Reference regulatory requirements M.A.502 and 2.31.2 in the updated procedures."
moe_guide_0055,NEEDS_REVIEW,0.80,1.9.4 Specialised Services Maintenance. ............................................................................................................ 54...,"The MOE Manual references specialised services and personnel qualifications but lacks detailed procedures for controlling specialised processes as required by AMC1 145.A.65(b)(2). The MOE mentions specialised services staff and their tasks but does not explicitly outline procedures for controlling these processes. The regulatory context requires specific maintenance procedures for specialised services, which are not clearly defined in the MOE.",Lack of detailed procedures for controlling specialised processes; Insufficient clarity on how specialised services are managed and supervised,Are there specific documented procedures for controlling specialised processes?; How are specialised services staff supervised and their tasks verified?; Is there a process to ensure specialised tasks are performed to the required standard?,"The MOE should be updated to include detailed procedures for controlling specialised processes, including supervision, qualification verification, and task-specific controls. Reference to officially recognised standards for specialised tasks should be explicitly included."
moe_guide_0056,COMPLIANT,0.90,1.9.5 Maintenance Away From the Approved Locations. .................................................................................. 55...,"The MOE Manual adequately addresses the requirement for maintenance away from approved locations. It references 145.A.75(d) and specifies that such maintenance can only be performed at line maintenance locations capable of supporting minor maintenance, which are detailed in section 5.3 of the MOE. The manual also includes a procedure for maintenance outside approved locations (2.32) and references additional line maintenance procedures in Part L2, which cover control of components, tools, equipment, and specific line maintenance activities.","The MOE does not explicitly mention the need for such locations to be approved by the Authority, though it is implied by the reference to section 5.3.",Are all line maintenance locations listed in section 5.3 approved by the Authority?; Is there a process for notifying the Authority of changes to line maintenance locations as per 145.A.85?,Explicitly state in the MOE that line maintenance locations must be approved by the Authority and ensure that section 5.3 is up-to-date with all approved locations.
moe_guide_0057,COMPLIANT,0.90,1.9.6 Parts Fabrication ........................................................................................................................................ 55...,"The MOE Manual adequately addresses the MOE Guide requirement for parts fabrication, aligning with the regulatory context provided. The MOE includes detailed procedures for fabrication, inspection, assembly, and testing, which are within the technical and procedural capability of the organization. It specifies the use of approved data from the Agency, TC holder, Part-21 design organization approval holder, or STC holder, and restricts the use of fabricated parts to internal use only, excluding external supply or certification on EASA Form 1. The MOE also covers inspection and identification requirements, ensuring parts are unambiguously identified and records are maintained.",None identified,"Is there a documented procedure for the fabrication of parts that includes part numbering, dimensions, materials, and processes?; Are all fabricated parts inspected independently before installation?; Are records of all fabrication processes, including heat treatment and final inspections, maintained?",Ensure continuous compliance by regularly reviewing and updating the MOE to reflect any changes in regulatory requirements or organizational capabilities.
moe_guide_0058,NEEDS_REVIEW,0.80,1.9.7 Component maintenance under aircraft or engine rating ........................................................................ 56...,"The MOE Manual references the possibility of maintaining components under aircraft or engine ratings, as per MOE-1, and links it to procedures in MOE 2.31. However, it does not explicitly state whether the competent authority has agreed to the use of other maintenance data, as required by GM1 145.A.45(b). Additionally, the MOE does not clearly outline the conditions under which components may be temporarily removed for maintenance, as specified in REG-2(b) and REG-3(b).",Lack of explicit reference to competent authority agreement on maintenance data usage; Insufficient detail on conditions for temporary removal of components; No clear linkage to aircraft release requirements as per M.A.801,Has the competent authority explicitly agreed to the use of other maintenance data?; Are the procedures in MOE 2.31 detailed enough to cover all scenarios of component maintenance under aircraft or engine ratings?; Does the MOE specify the conditions under which components may be temporarily removed for maintenance?,"Amend the MOE to include explicit reference to competent authority agreement on maintenance data usage and detailed procedures for temporary removal of components, including linkage to aircraft release requirements."
moe_guide_0059,COMPLIANT,0.95,1.9.8 Airworthiness review privileges ................................................................................................................. 56...,"The MOE Manual adequately addresses the MOE Guide requirement for airworthiness review privileges. It clearly outlines the conditions under which a CAO can be approved to perform airworthiness reviews, including the issuance of ARCs and the extension of their validity, as well as the issuance of permits to fly. The manual aligns with the regulatory context provided, particularly with AMC M.A.711(b) and (c), and GM1 CAO.A.095, which allow for airworthiness review privileges without the need for continuing airworthiness management for certain aircraft types. The MOE also correctly specifies that a CAO may be approved for one or more privileges, including airworthiness reviews, as per CAO.A.095(e).",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0060,COMPLIANT,0.90,1.10 Procedures for changes (including MOE amendment) requiring prior approval. ......................................... 57...,"The MOE Manual adequately addresses the requirement for procedures for changes requiring prior approval by explicitly listing the changes that necessitate prior approval, as per GM1 145.A.85(b). The manual mirrors the regulatory context provided in EASA EU 1321/2014 + AMC/GM, specifically ED Decision 2022/011/R, ensuring alignment with the regulatory requirements. The MOE sections [MOE-1] and [MOE-2] correctly reference the regulatory sections [REG-1] and [REG-3], detailing the changes requiring prior approval and the handling of such changes.","The MOE does not explicitly mention the agreement possibility with the competent authority for certain changes not requiring prior approval as per point (c) in [MOE-2], which could be clarified for completeness.",Does the MOE include a procedure for agreeing with the competent authority on changes not requiring prior approval as per point (c) in GM1 145.A.85?,"Consider adding a section or note in the MOE to explicitly mention the possibility of agreeing with the competent authority on certain changes not requiring prior approval, as per point (c) in GM1 145.A.85, to ensure full transparency and compliance."
moe_guide_0061,NEEDS_REVIEW,0.80,1.10.1. Definition and Notification of changes requiring prior approval ................................................................ 57...,"The MOE Manual references GM1 145.A.85 and outlines the structure for changes requiring or not requiring prior approval, aligning with the regulatory context. However, it lacks explicit details on the internal process for approving changes, the person responsible for internal approval, and the formal agreement with the competent authority for changes not requiring prior approval as specified in REG-3. The MOE does not clearly define the scope of changes not requiring prior approval or include a formalized table as required.",Missing formalized table in MOE 1.11.2 (column 5) for changes not requiring prior approval; Lack of explicit internal process for approving changes; No clear definition of the person responsible for internal approval; Absence of formal agreement with the competent authority for changes not requiring prior approval,Is there a formalized table in MOE 1.11.2 (column 5) defining changes not requiring prior approval?; Who is the person responsible for the internal approval of documents?; Has the organization agreed with the competent authority on the scope of changes not requiring prior approval?; What is the internal process for approving changes to the MOE?,"The MOE should be updated to include a formalized table in section 1.11.2 (column 5) defining changes not requiring prior approval, clearly state the internal approval process and the responsible person, and document the agreement with the competent authority regarding changes not requiring prior approval."
moe_guide_0062,NEEDS_REVIEW,0.80,1.10.2. Pre-audit and Compliance Monitoring Manager statement ....................................................................... 59...,"The MOE Manual partially addresses the MOE Guide requirement for a pre-audit and Compliance Monitoring Manager statement, but lacks explicit details on the pre-audit procedure and the Compliance Monitoring Manager's statement format. The regulatory context requires a clear procedure under MOE 1.10 chapter for internal pre-audits and a statement of compliance from the Compliance Monitoring Manager, which is not fully evident in the provided MOE sections.",Lack of explicit pre-audit procedure under MOE 1.10 chapter; No clear format or content requirement for the Compliance Monitoring Manager's statement; Insufficient detail on how the pre-audit report and compliance statement are to be submitted to the competent authority,Is there a documented procedure for conducting internal pre-audits as part of initial approval and change of approval applications?; What is the format and content of the Compliance Monitoring Manager's statement of compliance?; How is the pre-audit report and compliance statement submitted to the competent authority?,"The MOE should be updated to include a detailed procedure for internal pre-audits under MOE 1.10 chapter, specifying the audit process, reporting requirements, and the format of the Compliance Monitoring Manager's statement. Additionally, the process for submitting these documents to the competent authority should be clearly outlined."
moe_guide_0063,COMPLIANT,0.90,1.10.3 Approval Process of changes requiring prior approval ................................................................................ 59...,"The MOE Manual adequately addresses the MOE Guide requirement by clearly outlining the approval process for changes requiring prior approval, as specified in GM1 145.A.85 and GM1 145.A.85(b). The manual includes all necessary elements from the regulatory context, such as the distinction between changes requiring prior approval and those that do not, and the process for handling such changes. The MOE sections [MOE-1] and [MOE-2] mirror the regulatory requirements [REG-1] and [REG-2] accurately.","The MOE includes a reference to GM1 CAMO.A.130, which pertains to CAMO organizations and may not be directly relevant to Part-145 maintenance organizations. This could cause confusion.",Is there a clear agreement with the competent authority regarding changes not requiring prior approval as per 145.A.85(c)?; How does the organization ensure that changes not requiring prior approval are reviewed as part of continuing oversight activities?,Remove the reference to GM1 CAMO.A.130 to avoid confusion and ensure all references are strictly relevant to Part-145 requirements. Ensure that the process for changes not requiring prior approval is clearly documented and agreed upon with the competent authority.
moe_guide_0064,COMPLIANT,0.95,1.10.4 Management control of the approval .......................................................................................................... 59...,"The MOE Manual adequately addresses the MOE Guide requirement 1.10.4 by including the necessary procedures and commitments as specified in the regulatory context. The MOE includes the accountable manager's signed statement, which aligns with AMC1 145.A.70(a)(1) and covers the intent of the required commitment. The procedures for initial approval and management system requirements are also reflected in the MOE, as per M.B.602 and M.B.702.",,Is the accountable manager's statement signed and dated as per the latest requirements?; Are all findings and closure actions properly recorded and documented?; Is there evidence of a meeting with the accountable manager during the investigation for approval?,Ensure that any future updates to the MOE continue to reflect the latest regulatory amendments and that all procedural requirements are consistently followed.
moe_guide_0065,COMPLIANT,0.90,1.10.5. Changes not requiring amendment of the approval ................................................................................... 60...,"The MOE Manual adequately addresses the requirement for changes not requiring amendment of the approval by referencing the correct regulatory context, including AMC1 145.B.330(e) and the associated oversight process. The MOE includes the necessary elements such as auditing the organization's process for changes not requiring prior approval and verifying compliance with applicable requirements, as specified in REG-2 and MOE-2.",,Does the MOE provide a detailed procedure for how the organization identifies and documents changes not requiring prior approval?; Is there evidence of the competent authority's review of such changes during oversight activities?,Ensure that the MOE includes a clear procedure for documenting and managing changes not requiring prior approval and that these procedures are consistently applied and audited.
moe_guide_0066,NEEDS_REVIEW,0.80,1.11 Procedures for changes (including MOE amendment) not requiring prior approval. ................................... 61...,"The MOE Manual partially addresses the requirement for procedures for changes not requiring prior approval, as seen in [MOE-2] and [MOE-3]. However, it lacks explicit details on the internal process for approval by the authorized person and the method of notification to the allocated inspector as specified in [REG-1], [REG-2], and [REG-3]. The MOE does not clearly define the scope of changes not requiring prior approval or formalize this in a table as required by [REG-3]. Additionally, the MOE does not specify the means of providing access to documents to the inspector, as outlined in 1.11.4 of the regulatory context.",Lack of detailed internal approval process for changes not requiring prior approval; Missing definition and formalization of changes not requiring prior approval in a table; No specified method for notifying the allocated inspector or providing document access,What is the internal process for approving changes not requiring prior approval?; How is the scope of changes not requiring prior approval defined and agreed upon with the allocated inspector?; What method is used to notify the allocated inspector of changes and provide access to documents?,"Update the MOE to include a detailed internal approval process, define and formalize the scope of changes not requiring prior approval in a table, and specify the method of notification and document access to the allocated inspector as per 1.11.4 of the regulatory context."
moe_guide_0067,COMPLIANT,0.90,1.11.1 Definition of changes not requiring prior approval ............................................................................... 61...,"The MOE Manual adequately addresses the requirement for defining changes not requiring prior approval by referencing GM1 145.A.85 and AMC1 145.B.330(e). It correctly structures the changes into those requiring prior approval (points (a) and (b)) and those that may not require prior approval under certain conditions (point (c)), aligning with the regulatory context. The MOE also includes the authority's review process for changes not requiring prior approval, as specified in AMC1 145.B.330(e).","The MOE does not explicitly mention the agreement process with the competent authority for changes not requiring prior approval under point (c) of 145.A.85, which could be clarified.",Has the organization documented the agreement process with the competent authority for changes not requiring prior approval under point (c) of 145.A.85?,Clarify in the MOE the process for agreeing with the competent authority on changes not requiring prior approval under point (c) of 145.A.85 to ensure full compliance.
moe_guide_0068,NEEDS_REVIEW,0.80,1.11.2 Summary table of documentation which constitutes the approval. ..................................................... 61...,"The MOE Guide requirement 1.11.2 mandates a summary table of documentation constituting the approval. The regulatory context [REG-1] M.B.602 and [REG-3] 147.B.110 emphasize the need for documented procedures and compliance verification. However, the provided MOE manual sections [MOE-1], [MOE-2], and [MOE-3] do not explicitly mention a summary table of documentation, which is a critical element for initial approval and changes.",Missing explicit reference to a summary table of documentation in the MOE manual.; Lack of detailed documentation constituting the approval as per 1.11.2.,Does the MOE manual include a summary table of all documentation that constitutes the approval?; Is the summary table referenced in the MOE manual up-to-date and comprehensive?; How are changes to the documentation tracked and reflected in the summary table?,"The MOE manual should be updated to include a detailed summary table of all documentation constituting the approval, as required by MOE Guide 1.11.2. This table should be referenced in the initial approval and changes sections to ensure compliance with M.B.602 and 147.B.110."
moe_guide_0069,COMPLIANT,0.90,1.11.3 Approval Process of changes not requiring prior approval ................................................................... 63...,"The MOE Manual adequately addresses the requirement for changes not requiring prior approval by referencing the regulatory context and outlining the process for review and oversight. The manual includes the necessary elements from AMC1 145.B.330(e) and GM1 145.A.85, ensuring compliance with the regulatory requirements for changes not requiring prior approval. The manual also aligns with the principles set forth in 145.B.300 and 145.B.350 for oversight and non-compliance actions.",,Does the MOE specify the process for auditing the organization's changes not requiring prior approval?; How does the MOE ensure that a sample of these changes is verified for compliance with applicable requirements?,"No specific action items required as the MOE is compliant. However, ensure that the process for auditing and verifying changes is clearly documented and implemented in practice."
moe_guide_0070,COMPLIANT,0.90,1.11.4 Notification of changes not requiring prior approval. ........................................................................... 64...,"The MOE Manual adequately addresses the requirement for notification of changes not requiring prior approval by referencing AMC1 145.B.330(e) and GM1 145.A.85, which outline the process for reviewing such changes and the conditions under which they can be implemented without prior approval. The manual aligns with the regulatory context by specifying the competent authority's role in reviewing these changes during continuing oversight and the organization's responsibility to comply with applicable requirements.",,Does the organization have a documented process for managing changes not requiring prior approval?; Has the competent authority reviewed a sample of these changes during oversight activities?,Ensure the organization's process for changes not requiring prior approval is clearly documented and regularly reviewed by the competent authority as part of continuing oversight.
moe_guide_0071,COMPLIANT,0.95,"1.12 Procedures for alternative means of compliance. ......................................................................................... 64

PART 2 – MAINTENANCE PROCEDURES. .......................","The MOE Manual adequately addresses the requirement for procedures for alternative means of compliance by directly incorporating the regulatory text from EASA regulations. The MOE sections [MOE-1], [MOE-2], and [MOE-3] mirror the regulatory requirements [REG-1], [REG-2], and [REG-3] respectively, ensuring full compliance. The manual specifies the need for prior approval from the competent authority, a full description of the alternative means, and an assessment demonstrating compliance.",,Does the organization have documented instances where alternative means of compliance were proposed and approved?; Are there internal procedures detailing how the organization prepares and submits descriptions of alternative means of compliance to the competent authority?,Ensure that the organization maintains records of all proposed and approved alternative means of compliance and that internal procedures align with the MOE provisions.
moe_guide_0072,COMPLIANT,0.95,2.1 Supplier Evaluation and Subcontract Control Procedure. ................................................................................. 65...,"The MOE Manual adequately addresses the Supplier Evaluation and Subcontract Control Procedure as outlined in the MOE Guide requirement. It includes detailed procedures for initial and recurrent evaluation of suppliers, monitoring of contracted organizations, and management of purchase orders. The MOE Manual aligns with the regulatory context by covering all specified elements for supplier evaluation, including incoming inspections, documentation review, and supplier certification standards.",,Is there a documented process for on-site audits of suppliers when deemed necessary?; How are suppliers notified of any components identified as non-conforming after shipment?; What is the frequency of recurrent evaluations for certified suppliers?,"Ensure that the MOE Manual explicitly includes a process for on-site audits and recurrent evaluations, and that all supplier notifications for non-conforming components are documented and traceable."
moe_guide_0073,NEEDS_REVIEW,0.70,2.1.1 Type of Providers. ...................................................................................................................................... 65...,"The MOE Manual includes sections that appear to address the MOE Guide requirement for 'Type of Providers' (2.1.1) and other regulatory contexts, but the provided excerpts are incomplete and lack specific details to confirm full compliance. The MOE references multiple regulatory approvals (1.2) and includes articles related to certifying staff and training organizations (Article 5, Article 6), but it is unclear if these sections fully align with the regulatory requirements for NDT release to service (2.16.4) and customer paperwork (4.2.1). The presence of GM1 sections suggests an attempt to address training organization requirements, but without full context, compliance cannot be confirmed.",Insufficient detail to confirm alignment with NDT release to service (2.16.4); Unclear if customer paperwork requirements (4.2.1) are fully addressed; Lack of explicit reference to regulatory context in MOE sections,"Does MOE section 2.1.1 explicitly define the types of providers as per regulatory requirements?; Are the NDT release to service procedures detailed in the MOE, and do they comply with 2.16.4?; How does the MOE address customer paperwork requirements under 4.2.1?; Do the GM1 sections in the MOE fully align with the regulatory training organization requirements?","Review the MOE Manual for explicit references to regulatory requirements, ensure NDT release to service and customer paperwork sections are fully detailed, and verify that training organization requirements are comprehensively addressed."
